waveform	Acceleration_0	Acceleration_1	Acceleration_2	Acceleration_3	Acceleration_4	Acceleration_5
t0	27/11/2020  15:43:03,603314	27/11/2020  15:43:03,603314	27/11/2020  15:43:03,603314	27/11/2020  15:43:03,603314	27/11/2020  15:43:03,603314	27/11/2020  15:43:03,603314
delta t	0,000500	0,000500	0,000500	0,000500	0,000500	0,000500

time	Acceleration_0	Acceleration_1	Acceleration_2	Acceleration_3	Acceleration_4	Acceleration_5
27/11/2020  15:43:03,603314	-9,615919E-2	-2,841608E-1	1,343807E-1	4,912758E-1	2,117297E-1	3,449588E-3
27/11/2020  15:43:03,603814	1,710200E-2	-3,562883E-1	2,986033E-1	3,938342E-1	4,448398E-1	1,325705E-1
27/11/2020  15:43:03,604314	6,122382E-2	-1,797231E-1	2,045011E-1	1,344978E-1	5,010715E-1	1,710623E-1
27/11/2020  15:43:03,604814	1,959936E-1	1,074155E-1	4,816381E-2	4,946735E-2	2,794738E-1	1,383758E-1
27/11/2020  15:43:03,605314	2,414150E-1	3,315392E-1	-2,775656E-2	1,741411E-3	1,322266E-1	3,170900E-2
27/11/2020  15:43:03,605814	3,970436E-1	1,471353E-1	1,029047E-1	-9,402803E-2	1,117197E-1	-2,129719E-1
27/11/2020  15:43:03,606314	6,165480E-1	-1,545951E-1	2,331097E-1	1,220478E-1	9,508060E-2	-1,755007E-1
27/11/2020  15:43:03,606814	5,877616E-1	-1,358954E-1	1,410930E-1	1,820941E-1	1,890099E-1	-7,634446E-3
27/11/2020  15:43:03,607314	5,509826E-1	-4,891602E-2	7,325338E-2	1,731569E-1	-2,082461E-1	8,416476E-2
27/11/2020  15:43:03,607814	5,144635E-1	5,797853E-2	4,497060E-2	2,167998E-1	-2,993265E-1	3,954258E-2
27/11/2020  15:43:03,608314	3,503875E-1	1,046921E-1	8,420155E-2	2,777551E-2	-1,675178E-1	-8,352595E-2
27/11/2020  15:43:03,608814	1,946940E-1	4,279172E-1	2,946069E-2	-2,170630E-1	-1,568815E-1	-1,161475E-1
27/11/2020  15:43:03,609314	1,248398E-1	3,700111E-1	-7,923904E-2	-3,318411E-1	-2,462746E-1	-6,930848E-2
27/11/2020  15:43:03,609814	7,292033E-2	9,016520E-2	-2,015314E-3	-2,615354E-1	-3,348112E-1	-6,548796E-3
27/11/2020  15:43:03,610314	2,398994E-2	2,596086E-2	3,135055E-2	-1,851506E-1	-1,639486E-1	4,699912E-2
27/11/2020  15:43:03,610814	-5,353192E-2	-6,728426E-2	4,738180E-2	-1,910483E-1	-3,416468E-2	2,268575E-2
27/11/2020  15:43:03,611314	-1,751106E-1	-5,050196E-2	-1,166013E-2	-1,168216E-1	-1,566025E-1	-2,914793E-3
27/11/2020  15:43:03,611814	-2,167632E-1	1,043151E-1	-4,652485E-2	-8,854991E-3	-1,675178E-1	1,256405E-1
27/11/2020  15:43:03,612314	-2,580908E-1	2,424084E-1	-3,648903E-2	-7,178531E-2	3,701238E-2	1,677598E-1
27/11/2020  15:43:03,612814	-2,104601E-1	5,773804E-2	-4,750237E-2	-1,482414E-1	1,705343E-1	7,735182E-2
27/11/2020  15:43:03,613314	-4,618911E-2	-1,849814E-1	-2,221730E-2	-4,378099E-2	-3,254230E-2	4,328060E-2
27/11/2020  15:43:03,613814	-3,455758E-2	-8,511302E-2	-2,984192E-2	3,119747E-2	5,630572E-2	-5,047538E-2
27/11/2020  15:43:03,614314	2,204052E-2	-8,123268E-2	-2,275985E-3	6,025818E-2	2,768131E-1	-8,241430E-2
27/11/2020  15:43:03,614814	1,772792E-1	-6,402790E-2	1,427661E-2	2,155360E-1	4,023464E-1	-7,115474E-2
27/11/2020  15:43:03,615314	2,017769E-1	5,220027E-2	4,914133E-2	4,933691E-1	4,132163E-1	-9,872506E-2
27/11/2020  15:43:03,615814	2,674722E-1	8,740281E-2	8,003082E-2	5,470835E-1	4,924015E-1	-8,571026E-2
27/11/2020  15:43:03,616314	4,526670E-1	-7,010276E-4	1,045339E-1	4,442562E-1	4,721477E-1	5,536377E-3
27/11/2020  15:43:03,616814	4,802837E-1	9,230560E-3	2,119302E-1	1,072258E-1	2,414712E-1	-4,073703E-2
27/11/2020  15:43:03,617314	4,552012E-1	2,217152E-2	1,775869E-1	-1,801262E-2	-1,570632E-1	-2,709814E-2
27/11/2020  15:43:03,617814	4,620891E-1	9,753589E-2	1,322301E-1	-1,769522E-1	-2,875480E-1	1,246199E-1
27/11/2020  15:43:03,618314	3,989280E-1	4,048126E-2	5,402891E-2	-3,195078E-1	-1,630141E-1	1,560127E-1
27/11/2020  15:43:03,618814	3,535715E-1	6,481174E-3	4,008302E-2	-3,258981E-1	-2,632642E-1	1,502074E-1
27/11/2020  15:43:03,619314	3,783292E-1	-9,694253E-2	-1,485335E-2	-3,156646E-1	-2,632123E-1	7,908106E-2
27/11/2020  15:43:03,619814	2,137983E-1	8,367197E-2	6,973432E-2	-3,804290E-1	-1,121428E-1	-1,650817E-2
27/11/2020  15:43:03,620314	4,159968E-2	7,082200E-2	3,226290E-2	-2,173676E-1	-5,153691E-1	8,753873E-2
27/11/2020  15:43:03,620814	1,976620E-2	-5,880861E-2	-1,192080E-2	-1,041384E-1	-2,680470E-1	1,250554E-1
27/11/2020  15:43:03,621314	-1,337180E-1	-2,085169E-1	2,216190E-2	-1,997587E-1	-1,152253E-1	5,127021E-2
27/11/2020  15:43:03,621814	-2,146838E-1	-3,008001E-1	-5,199894E-2	-2,877121E-1	-2,397613E-2	2,815301E-2
27/11/2020  15:43:03,622314	-2,640691E-1	-9,070279E-2	-6,451114E-2	-3,693660E-1	-1,290415E-1	8,516590E-2
27/11/2020  15:43:03,622814	-3,796695E-1	-1,443126E-1	-2,044262E-1	-1,660123E-1	-8,342662E-2	-2,004667E-3
27/11/2020  15:43:03,623314	-3,207321E-1	-7,221106E-2	-1,609593E-1	3,434964E-1	-1,470434E-1	-6,299611E-2
27/11/2020  15:43:03,623814	-1,738110E-1	-1,020318E-1	-3,883506E-2	1,784907E-1	3,171779E-1	-1,588909E-1
27/11/2020  15:43:03,624314	-8,238330E-2	-1,583000E-1	9,260819E-2	1,393261E-1	4,804088E-1	3,364627E-2
27/11/2020  15:43:03,624814	1,911200E-1	-1,847734E-1	1,682679E-1	4,085136E-1	6,925383E-1	1,334546E-1
27/11/2020  15:43:03,625314	3,631887E-1	-1,541012E-1	1,625983E-1	3,983191E-1	5,178469E-1	1,061508E-1
27/11/2020  15:43:03,625814	3,948342E-1	1,087869E-1	1,811711E-1	9,015494E-2	1,269182E-1	-1,857331E-1
27/11/2020  15:43:03,626314	5,004927E-1	2,425644E-1	1,044035E-1	-5,634761E-2	1,440938E-2	-2,206104E-1
27/11/2020  15:43:03,626814	5,053662E-1	2,616931E-1	3,363142E-2	1,381077E-1	-3,405436E-2	-8,411753E-2
27/11/2020  15:43:03,627314	5,071207E-1	7,082200E-2	8,791611E-2	2,093985E-1	-1,998227E-1	-6,997358E-3
27/11/2020  15:43:03,627814	5,591702E-1	-2,774441E-3	1,099428E-1	-1,410216E-1	-1,048550E-1	-1,681372E-2
27/11/2020  15:43:03,628314	4,700168E-1	6,378279E-2	1,114417E-1	-4,123090E-1	2,727572E-1	1,028418E-1
27/11/2020  15:43:03,628814	3,382361E-1	1,644441E-1	1,324257E-1	3,670630E-2	-2,817009E-1	7,375032E-2
27/11/2020  15:43:03,629314	2,623388E-1	1,219359E-1	-9,900606E-3	1,248152E-1	-4,789823E-1	1,191376E-2
27/11/2020  15:43:03,629814	1,090495E-1	3,595660E-1	-1,572448E-1	5,876755E-2	-2,854000E-1	1,050066E-1
27/11/2020  15:43:03,630314	-7,978408E-2	4,990762E-1	4,392791E-2	-1,130886E-1	3,679173E-2	5,274591E-2
27/11/2020  15:43:03,630814	-9,589927E-2	4,762446E-2	1,570590E-1	-1,832258E-1	-4,816906E-2	-1,159914E-1
27/11/2020  15:43:03,631314	-1,460643E-1	1,340449E-1	-7,800085E-2	-1,963934E-2	-3,000987E-1	-9,299126E-2
27/11/2020  15:43:03,631814	-2,986387E-1	2,010181E-1	-3,305257E-1	1,698256E-1	-2,488185E-1	-6,672113E-2
27/11/2020  15:43:03,632314	-2,152036E-1	-4,992348E-2	-2,334258E-1	2,810133E-1	-7,901375E-2	6,336188E-2
27/11/2020  15:43:03,632814	-3,897626E-2	-2,887626E-1	3,187189E-2	1,830728E-1	2,398423E-1	-4,303835E-2
27/11/2020  15:43:03,633314	-1,089604E-1	-1,392798E-2	1,760880E-1	5,394571E-2	3,577699E-1	-1,039083E-2
27/11/2020  15:43:03,633814	-8,907630E-2	3,649933E-1	1,159382E-1	1,612254E-1	3,409620E-1	2,197065E-2
27/11/2020  15:43:03,634314	6,778686E-2	2,138031E-1	-2,254314E-2	4,318905E-1	3,491518E-1	-3,125872E-2
27/11/2020  15:43:03,634814	1,622687E-1	1,227223E-1	2,320459E-2	3,619543E-1	7,981725E-2	4,210193E-3
27/11/2020  15:43:03,635314	3,873615E-1	-1,169422E-1	1,194573E-1	1,328404E-2	4,054419E-1	-3,998292E-2
27/11/2020  15:43:03,635814	5,463690E-1	-1,448910E-1	1,719824E-1	-9,203837E-2	5,777906E-1	5,226485E-2
27/11/2020  15:43:03,636314	5,421452E-1	-5,611123E-2	2,053483E-1	2,654979E-1	3,510532E-1	-6,197748E-3
27/11/2020  15:43:03,636814	5,667729E-1	-6,352092E-2	2,547454E-1	2,888423E-1	3,454917E-1	-5,304973E-2
27/11/2020  15:43:03,637314	4,933448E-1	1,474213E-1	1,711353E-1	-1,836907E-2	2,906293E-1	-9,416793E-2
27/11/2020  15:43:03,637814	3,663727E-1	1,953698E-1	9,091383E-2	-2,829680E-1	2,171009E-2	-3,306597E-2
27/11/2020  15:43:03,638314	3,104894E-1	3,725740E-2	1,375527E-2	-3,744860E-1	-2,947449E-1	5,126371E-2
27/11/2020  15:43:03,638814	2,896956E-1	-2,496082E-1	1,056205E-2	-1,678529E-1	-5,144930E-1	8,606303E-2
27/11/2020  15:43:03,639314	1,098293E-1	-1,982928E-1	-9,379264E-3	-4,414393E-2	-5,064849E-1	-1,098891E-2
27/11/2020  15:43:03,639814	-7,330709E-3	-1,702400E-1	-1,085645E-1	-1,156356E-1	-3,879149E-1	-8,920774E-2
27/11/2020  15:43:03,640314	-8,465762E-2	-1,182551E-1	-5,603934E-2	-3,166303E-1	-4,672882E-1	-7,890381E-2
27/11/2020  15:43:03,640814	-1,888215E-1	-5,945859E-2	-1,465785E-2	-3,602472E-1	-2,687154E-1	-2,987403E-2
27/11/2020  15:43:03,641314	-1,798542E-1	-4,418422E-2	-1,074779E-2	-2,272835E-1	-2,779695E-1	4,049172E-2
27/11/2020  15:43:03,641814	-7,426073E-2	-2,143407E-1	-7,461213E-2	-7,552314E-3	-2,177986E-1	3,533650E-2
27/11/2020  15:43:03,642314	-1,254005E-1	-1,147648E-1	-7,409079E-2	5,612980E-2	-1,096702E-1	2,048930E-1
27/11/2020  15:43:03,642814	-1,099351E-1	-2,138857E-1	-1,215980E-1	1,763277E-2	8,689083E-2	9,501476E-2
27/11/2020  15:43:03,643314	-8,238330E-2	1,352887E-3	-3,981258E-2	1,434221E-1	1,907945E-1	2,407194E-1
27/11/2020  15:43:03,643814	-1,127292E-1	1,339669E-1	1,803239E-1	2,478307E-1	5,449514E-2	2,199166E-1
27/11/2020  15:43:03,644314	9,761296E-2	-2,236808E-1	2,122561E-1	2,902358E-1	2,626270E-1	-8,614582E-2
27/11/2020  15:43:03,644814	2,321228E-1	-7,608490E-2	9,417221E-2	3,259200E-1	-2,703919E-2	-4,738095E-2
27/11/2020  15:43:03,645314	2,215310E-1	8,145105E-3	-9,364110E-2	2,698142E-1	1,620589E-1	-2,906791E-2
27/11/2020  15:43:03,645814	3,670225E-1	9,949231E-2	9,063195E-3	2,838455E-1	3,989913E-1	1,540474E-2
27/11/2020  15:43:03,646314	4,706666E-1	-7,624739E-2	1,440907E-1	1,751919E-1	3,962527E-1	-3,027058E-2
27/11/2020  15:43:03,646814	3,675424E-1	1,450099E-1	1,148304E-1	3,518893E-1	4,457937E-1	-4,871564E-3
27/11/2020  15:43:03,647314	2,555158E-1	4,142482E-1	3,747631E-2	3,004627E-1	1,916252E-1	7,501800E-2
27/11/2020  15:43:03,647814	3,563007E-1	-7,873029E-2	9,293402E-2	2,201116E-1	-1,931125E-1	5,080864E-2
27/11/2020  15:43:03,648314	3,334925E-1	1,843008E-1	2,720149E-1	-8,774796E-2	-3,513984E-1	4,655706E-2
27/11/2020  15:43:03,648814	3,295937E-1	-2,604997E-2	1,079226E-1	-3,882710E-1	-1,734687E-1	4,396970E-2
27/11/2020  15:43:03,649314	2,950240E-1	8,603787E-2	8,687343E-2	-5,666081E-1	-2,064939E-1	6,525364E-2
27/11/2020  15:43:03,649814	1,493375E-1	1,966698E-1	1,805634E-2	-4,151347E-1	-1,988947E-1	3,791736E-2
27/11/2020  15:43:03,650314	3,113781E-2	3,565566E-1	-6,835603E-2	-1,969136E-1	-2,017695E-1	1,759965E-1
27/11/2020  15:43:03,650814	7,357014E-2	1,985222E-1	3,421793E-2	-2,285084E-1	-1,820089E-1	8,639457E-2
27/11/2020  15:43:03,651314	1,469771E-2	-8,685495E-2	-1,583087E-2	-3,789319E-1	-7,798192E-2	-1,771734E-2
27/11/2020  15:43:03,651814	-3,163345E-2	1,500882E-2	-1,360653E-1	-2,506215E-1	-1,586856E-1	1,481921E-1
27/11/2020  15:43:03,652314	-3,780661E-2	-2,251367E-1	-8,197608E-2	-1,767124E-1	1,723903E-1	1,089787E-1
27/11/2020  15:43:03,652814	-1,114296E-1	-3,347027E-1	6,588943E-2	1,406547E-1	-8,008452E-2	-8,264183E-2
27/11/2020  15:43:03,653314	-1,806340E-1	-7,739784E-2	6,712762E-2	1,968643E-1	2,463037E-2	-6,427029E-2
27/11/2020  15:43:03,653814	-2,143589E-1	1,570604E-1	-3,270930E-2	5,869626E-2	2,479088E-1	-6,984806E-2
27/11/2020  15:43:03,654314	-1,286495E-1	-4,048389E-3	-5,427981E-2	5,754265E-2	1,987637E-1	-5,072891E-2
27/11/2020  15:43:03,654814	6,193861E-2	-1,011999E-1	2,776632E-2	1,936756E-1	3,800030E-1	1,123767E-2
27/11/2020  15:43:03,655314	1,447239E-1	-6,519785E-2	7,950948E-2	2,395156E-1	6,837709E-1	9,935086E-2
27/11/2020  15:43:03,655814	2,842372E-1	-7,116460E-2	1,277987E-1	3,586555E-1	5,198976E-1	1,165913E-1
27/11/2020  15:43:03,656314	3,918451E-1	5,708157E-2	1,843643E-1	1,537463E-1	3,727996E-1	-6,217700E-2
27/11/2020  15:43:03,656814	4,486382E-1	-3,079929E-3	1,659870E-1	-9,513628E-2	1,826761E-1	-2,007177E-1
27/11/2020  15:43:03,657314	4,255700E-1	1,856917E-1	1,408323E-1	-2,425138E-1	-5,079732E-2	-2,074591E-1
27/11/2020  15:43:03,657814	5,012724E-1	-6,884420E-2	7,696794E-2	-1,519680E-1	-2,939531E-1	-1,420080E-1
27/11/2020  15:43:03,658314	4,448693E-1	-8,411856E-2	1,447211E-2	2,803475E-2	-6,528171E-1	-1,972612E-2
27/11/2020  15:43:03,658814	3,800186E-1	-1,561141E-2	-1,195778E-1	2,191022E-2	-5,003264E-1	-1,757633E-3
27/11/2020  15:43:03,659314	2,765695E-1	1,723933E-1	-1,150813E-1	-1,328621E-1	-4,686445E-1	7,590862E-2
27/11/2020  15:43:03,659814	1,938492E-1	1,531866E-1	-1,010702E-1	-1,590906E-1	-2,083694E-1	-5,393386E-2
27/11/2020  15:43:03,660314	1,419297E-1	1,078445E-1	-6,522798E-2	-9,538255E-2	-3,670965E-1	5,991440E-3
27/11/2020  15:43:03,660814	2,821368E-2	2,026495E-1	-3,257897E-2	-1,900899E-3	-2,758214E-1	7,802791E-2
