waveform	Force_0	Force_1
t0	23/12/2020  13:05:05,594858	23/12/2020  13:05:05,594858
delta t	0,000500	0,000500

time	Force_0	Force_1
23/12/2020  13:05:05,594858	6,210652E-1	5,559684E+3
23/12/2020  13:05:05,595358	5,560947E-1	5,559684E+3
23/12/2020  13:05:05,595858	6,025874E-1	5,559684E+3
23/12/2020  13:05:05,596358	9,578391E-1	5,559684E+3
23/12/2020  13:05:05,596858	8,267059E-1	5,559684E+3
23/12/2020  13:05:05,597358	9,691643E-1	5,559684E+3
23/12/2020  13:05:05,597858	1,109834E+0	5,559684E+3
23/12/2020  13:05:05,598358	1,028174E+0	4,156680E+3
23/12/2020  13:05:05,598858	1,034135E+0	1,223563E+3
23/12/2020  13:05:05,599358	7,670999E-1	-1,708983E+2
23/12/2020  13:05:05,599858	7,790211E-1	-1,259060E+3
23/12/2020  13:05:05,600358	9,310164E-1	-7,202493E+2
23/12/2020  13:05:05,600858	7,545827E-1	1,423000E+3
23/12/2020  13:05:05,601358	1,205800E+0	3,464403E+3
23/12/2020  13:05:05,601858	1,100894E+0	5,479396E+3
23/12/2020  13:05:05,602358	1,125928E+0	5,559684E+3
23/12/2020  13:05:05,602858	1,073475E+0	5,559684E+3
23/12/2020  13:05:05,603358	9,894303E-1	5,559684E+3
23/12/2020  13:05:05,603858	9,691643E-1	5,559684E+3
23/12/2020  13:05:05,604358	7,235875E-1	5,559684E+3
23/12/2020  13:05:05,604858	7,563708E-1	5,160898E+3
23/12/2020  13:05:05,605358	7,223954E-1	4,028370E+3
23/12/2020  13:05:05,605858	5,751686E-1	2,537827E+3
23/12/2020  13:05:05,606358	4,684739E-1	4,298608E+2
23/12/2020  13:05:05,606858	7,098782E-1	-2,154460E+3
23/12/2020  13:05:05,607358	9,226716E-1	-5,392714E+3
23/12/2020  13:05:05,607858	9,107504E-1	-5,561122E+3
23/12/2020  13:05:05,608358	1,052017E+0	-5,561122E+3
23/12/2020  13:05:05,608858	8,094202E-1	-5,561122E+3
23/12/2020  13:05:05,609358	7,986911E-1	-5,561122E+3
23/12/2020  13:05:05,609858	7,164348E-1	-5,561122E+3
23/12/2020  13:05:05,610358	1,296997E+0	-5,561122E+3
23/12/2020  13:05:05,610858	9,143267E-1	-3,691654E+3
23/12/2020  13:05:05,611358	9,769130E-1	-4,275445E+2
23/12/2020  13:05:05,611858	8,833316E-1	2,680761E+3
23/12/2020  13:05:05,612358	1,166460E+0	5,456041E+3
23/12/2020  13:05:05,612858	1,073475E+0	5,559684E+3
23/12/2020  13:05:05,613358	7,676960E-1	5,559684E+3
23/12/2020  13:05:05,613858	7,557748E-1	5,559684E+3
23/12/2020  13:05:05,614358	1,047248E+0	5,559684E+3
23/12/2020  13:05:05,614858	9,518785E-1	5,559684E+3
23/12/2020  13:05:05,615358	7,802132E-1	5,559684E+3
23/12/2020  13:05:05,615858	7,992872E-1	5,559684E+3
23/12/2020  13:05:05,616358	7,295481E-1	5,559684E+3
23/12/2020  13:05:05,616858	9,637997E-1	5,559684E+3
23/12/2020  13:05:05,617358	4,643014E-1	5,559684E+3
23/12/2020  13:05:05,617858	8,326665E-1	5,559684E+3
23/12/2020  13:05:05,618358	8,278980E-1	3,971904E+3
23/12/2020  13:05:05,618858	9,667800E-1	1,547451E+3
23/12/2020  13:05:05,619358	8,892922E-1	-6,069394E+2
23/12/2020  13:05:05,619858	9,459179E-1	-1,894665E+3
23/12/2020  13:05:05,620358	8,463759E-1	-6,221286E+2
23/12/2020  13:05:05,620858	9,536667E-1	1,489136E+3
23/12/2020  13:05:05,621358	8,100162E-1	3,591881E+3
23/12/2020  13:05:05,621858	9,268440E-1	5,559684E+3
23/12/2020  13:05:05,622358	9,852579E-1	5,559684E+3
23/12/2020  13:05:05,622858	8,463759E-1	5,559684E+3
23/12/2020  13:05:05,623358	1,014465E+0	5,559684E+3
23/12/2020  13:05:05,623858	1,091357E+0	5,559684E+3
23/12/2020  13:05:05,624358	1,060361E+0	5,559684E+3
23/12/2020  13:05:05,624858	8,767750E-1	5,329141E+3
23/12/2020  13:05:05,625358	1,032347E+0	4,134299E+3
23/12/2020  13:05:05,625858	8,398192E-1	2,763848E+3
23/12/2020  13:05:05,626358	1,147982E+0	6,259204E+2
23/12/2020  13:05:05,626858	1,167056E+0	-1,925197E+3
23/12/2020  13:05:05,627358	9,262479E-1	-5,145581E+3
23/12/2020  13:05:05,627858	8,076320E-1	-5,561122E+3
23/12/2020  13:05:05,628358	6,007992E-1	-5,561122E+3
23/12/2020  13:05:05,628858	6,425234E-1	-5,561122E+3
23/12/2020  13:05:05,629358	6,359667E-1	-5,561122E+3
23/12/2020  13:05:05,629858	9,053858E-1	-5,561122E+3
23/12/2020  13:05:05,630358	7,372969E-1	-5,561122E+3
23/12/2020  13:05:05,630858	7,182230E-1	-3,969305E+3
23/12/2020  13:05:05,631358	8,231296E-1	-6,329477E+2
23/12/2020  13:05:05,631858	8,445877E-1	2,326308E+3
23/12/2020  13:05:05,632358	7,742526E-1	5,262997E+3
23/12/2020  13:05:05,632858	8,302823E-1	5,559684E+3
23/12/2020  13:05:05,633358	8,976371E-1	5,559684E+3
23/12/2020  13:05:05,633858	7,754448E-1	5,559684E+3
23/12/2020  13:05:05,634358	6,824594E-1	5,559684E+3
23/12/2020  13:05:05,634858	7,367009E-1	5,559684E+3
23/12/2020  13:05:05,635358	6,586170E-1	5,559684E+3
23/12/2020  13:05:05,635858	5,650356E-1	5,559684E+3
23/12/2020  13:05:05,636358	6,282179E-1	5,559684E+3
23/12/2020  13:05:05,636858	8,052478E-1	5,559684E+3
23/12/2020  13:05:05,637358	1,007312E+0	5,559684E+3
23/12/2020  13:05:05,637858	9,041937E-1	5,559684E+3
23/12/2020  13:05:05,638358	8,797553E-1	4,212389E+3
23/12/2020  13:05:05,638858	1,130697E+0	1,416522E+3
23/12/2020  13:05:05,639358	9,113464E-1	-9,584232E+2
23/12/2020  13:05:05,639858	9,107504E-1	-1,455619E+3
23/12/2020  13:05:05,640358	8,952528E-1	-7,684784E+2
23/12/2020  13:05:05,640858	1,060361E+0	1,358197E+3
23/12/2020  13:05:05,641358	1,134869E+0	3,550530E+3
23/12/2020  13:05:05,641858	1,350643E+0	5,527331E+3
23/12/2020  13:05:05,642358	1,244544E+0	5,559684E+3
23/12/2020  13:05:05,642858	1,114603E+0	5,559684E+3
23/12/2020  13:05:05,643358	8,970410E-1	5,559684E+3
23/12/2020  13:05:05,643858	1,060958E+0	5,559684E+3
23/12/2020  13:05:05,644358	1,088376E+0	5,559684E+3
23/12/2020  13:05:05,644858	8,487601E-1	5,559684E+3
23/12/2020  13:05:05,645358	6,693461E-1	4,440043E+3
23/12/2020  13:05:05,645858	5,256956E-1	3,009596E+3
23/12/2020  13:05:05,646358	5,310602E-1	9,260856E+2
23/12/2020  13:05:05,646858	5,978189E-1	-1,669764E+3
23/12/2020  13:05:05,647358	6,222573E-1	-4,814669E+3
23/12/2020  13:05:05,647858	9,149228E-1	-5,561122E+3
23/12/2020  13:05:05,648358	7,629275E-1	-5,561122E+3
23/12/2020  13:05:05,648858	9,465140E-1	-5,561122E+3
23/12/2020  13:05:05,649358	9,769130E-1	-5,561122E+3
23/12/2020  13:05:05,649858	9,369770E-1	-5,561122E+3
23/12/2020  13:05:05,650358	7,748487E-1	-5,561122E+3
23/12/2020  13:05:05,650858	1,106258E+0	-3,720227E+3
23/12/2020  13:05:05,651358	8,523365E-1	-4,959926E+2
23/12/2020  13:05:05,651858	1,612909E+0	2,484980E+3
23/12/2020  13:05:05,652358	1,216529E+0	5,287737E+3
23/12/2020  13:05:05,652858	1,142618E+0	5,559684E+3
23/12/2020  13:05:05,653358	9,751249E-1	5,559684E+3
23/12/2020  13:05:05,653858	9,566470E-1	5,559684E+3
23/12/2020  13:05:05,654358	7,772329E-1	5,559684E+3
23/12/2020  13:05:05,654858	7,843857E-1	5,559684E+3
23/12/2020  13:05:05,655358	5,590750E-1	5,559684E+3
23/12/2020  13:05:05,655858	5,328483E-1	5,559684E+3
23/12/2020  13:05:05,656358	6,496761E-1	5,559684E+3
23/12/2020  13:05:05,656858	6,002031E-1	5,559684E+3
23/12/2020  13:05:05,657358	7,557748E-1	5,559684E+3
23/12/2020  13:05:05,657858	7,456418E-1	5,559684E+3
23/12/2020  13:05:05,658358	9,083661E-1	4,139475E+3
23/12/2020  13:05:05,658858	6,890161E-1	1,680946E+3
23/12/2020  13:05:05,659358	1,084204E+0	-4,873556E+2
23/12/2020  13:05:05,659858	7,486221E-1	-1,933892E+3
23/12/2020  13:05:05,660358	6,735185E-1	-6,958384E+2
23/12/2020  13:05:05,660858	1,078243E+0	1,437087E+3
23/12/2020  13:05:05,661358	1,090164E+0	3,577355E+3
23/12/2020  13:05:05,661858	1,090761E+0	5,559684E+3
23/12/2020  13:05:05,662358	1,229046E+0	5,559684E+3
23/12/2020  13:05:05,662858	1,143214E+0	5,559684E+3
23/12/2020  13:05:05,663358	1,232623E+0	5,559684E+3
23/12/2020  13:05:05,663858	1,268982E+0	5,559684E+3
23/12/2020  13:05:05,664358	8,213414E-1	5,559684E+3
23/12/2020  13:05:05,664858	8,493562E-1	5,536198E+3
23/12/2020  13:05:05,665358	8,964449E-1	4,380578E+3
23/12/2020  13:05:05,665858	1,091953E+0	3,023960E+3
23/12/2020  13:05:05,666358	5,954346E-1	9,204407E+2
23/12/2020  13:05:05,666858	5,858977E-1	-1,581849E+3
23/12/2020  13:05:05,667358	4,911241E-1	-4,795067E+3
23/12/2020  13:05:05,667858	8,320705E-1	-5,561122E+3
23/12/2020  13:05:05,668358	7,504102E-1	-5,561122E+3
23/12/2020  13:05:05,668858	8,404153E-1	-5,561122E+3
23/12/2020  13:05:05,669358	7,730605E-1	-5,561122E+3
23/12/2020  13:05:05,669858	7,778290E-1	-5,561122E+3
23/12/2020  13:05:05,670358	5,674198E-1	-5,561122E+3
23/12/2020  13:05:05,670858	5,423853E-1	-4,211475E+3
23/12/2020  13:05:05,671358	6,669618E-1	-8,740130E+2
23/12/2020  13:05:05,671858	6,037795E-1	2,074973E+3
23/12/2020  13:05:05,672358	7,343166E-1	5,005825E+3
23/12/2020  13:05:05,672858	1,049036E+0	5,559684E+3
23/12/2020  13:05:05,673358	1,106854E+0	5,559684E+3
23/12/2020  13:05:05,673858	1,350047E+0	5,559684E+3
23/12/2020  13:05:05,674358	1,130697E+0	5,559684E+3
23/12/2020  13:05:05,674858	8,833316E-1	5,559684E+3
23/12/2020  13:05:05,675358	6,466958E-1	5,559684E+3
23/12/2020  13:05:05,675858	6,353707E-1	5,559684E+3
23/12/2020  13:05:05,676358	8,767750E-1	5,559684E+3
23/12/2020  13:05:05,676858	7,849817E-1	5,559684E+3
23/12/2020  13:05:05,677358	8,082281E-1	5,559684E+3
23/12/2020  13:05:05,677858	6,866318E-1	5,559684E+3
23/12/2020  13:05:05,678358	1,206992E+0	4,432496E+3
23/12/2020  13:05:05,678858	1,022810E+0	1,560905E+3
23/12/2020  13:05:05,679358	7,998832E-1	-4,264111E+2
23/12/2020  13:05:05,679858	9,715485E-1	-1,120089E+3
23/12/2020  13:05:05,680358	7,057057E-1	-8,076191E+2
23/12/2020  13:05:05,680858	1,136061E+0	1,359647E+3
23/12/2020  13:05:05,681358	9,530706E-1	3,543329E+3
23/12/2020  13:05:05,681858	7,200112E-1	5,559684E+3
23/12/2020  13:05:05,682358	1,048440E+0	5,559684E+3
23/12/2020  13:05:05,682858	1,010292E+0	5,559684E+3
23/12/2020  13:05:05,683358	1,359584E+0	5,559684E+3
23/12/2020  13:05:05,683858	1,131293E+0	5,559684E+3
23/12/2020  13:05:05,684358	1,231431E+0	5,559684E+3
23/12/2020  13:05:05,684858	7,420654E-1	5,559684E+3
23/12/2020  13:05:05,685358	9,572431E-1	4,575029E+3
23/12/2020  13:05:05,685858	7,259718E-1	3,142997E+3
23/12/2020  13:05:05,686358	9,053858E-1	1,084041E+3
23/12/2020  13:05:05,686858	6,151046E-1	-1,496068E+3
23/12/2020  13:05:05,687358	8,612774E-1	-4,634857E+3
23/12/2020  13:05:05,687858	9,244598E-1	-5,561122E+3
23/12/2020  13:05:05,688358	7,247797E-1	-5,561122E+3
23/12/2020  13:05:05,688858	9,155189E-1	-5,561122E+3
23/12/2020  13:05:05,689358	4,994690E-1	-5,561122E+3
23/12/2020  13:05:05,689858	1,010888E+0	-5,561122E+3
23/12/2020  13:05:05,690358	7,140506E-1	-5,561122E+3
23/12/2020  13:05:05,690858	8,755828E-1	-4,307617E+3
23/12/2020  13:05:05,691358	7,891541E-1	-9,345287E+2
23/12/2020  13:05:05,691858	1,104470E+0	2,081274E+3
23/12/2020  13:05:05,692358	7,176269E-1	4,913344E+3
23/12/2020  13:05:05,692858	6,037795E-1	5,559684E+3
23/12/2020  13:05:05,693358	9,775091E-1	5,559684E+3
23/12/2020  13:05:05,693858	1,009696E+0	5,559684E+3
23/12/2020  13:05:05,694358	8,249177E-1	5,559684E+3
		
23/12/2020  13:05:05,694858	7,146466E-1	5,559684E+3
23/12/2020  13:05:05,695358	6,961688E-1	5,559684E+3
23/12/2020  13:05:05,695858	5,829174E-1	5,559684E+3
23/12/2020  13:05:05,696358	7,504102E-1	5,559684E+3
23/12/2020  13:05:05,696858	7,539866E-1	5,559684E+3
23/12/2020  13:05:05,697358	9,256519E-1	5,559684E+3
23/12/2020  13:05:05,697858	8,201493E-1	5,559684E+3
23/12/2020  13:05:05,698358	1,023406E+0	4,425736E+3
23/12/2020  13:05:05,698858	7,843857E-1	1,778142E+3
23/12/2020  13:05:05,699358	9,906224E-1	-1,405430E+2
23/12/2020  13:05:05,699858	1,191495E+0	-1,692473E+3
23/12/2020  13:05:05,700358	8,642577E-1	-7,384525E+2
23/12/2020  13:05:05,700858	6,663658E-1	1,336152E+3
23/12/2020  13:05:05,701358	7,372969E-1	3,492370E+3
23/12/2020  13:05:05,701858	3,343604E-1	5,559684E+3
23/12/2020  13:05:05,702358	1,018637E+0	5,559684E+3
23/12/2020  13:05:05,702858	7,796172E-1	5,559684E+3
23/12/2020  13:05:05,703358	7,700802E-1	5,559684E+3
23/12/2020  13:05:05,703858	8,839277E-1	5,559684E+3
23/12/2020  13:05:05,704358	9,912185E-1	5,559684E+3
